    ars    |                           gen                           |                                    st_extent                                     
 051540060 | Wachtendonk                                             | BOX(6.26741689132791 51.356479549617184,6.396564824911481 51.44704792085093)
 064350029 | Wächtersbach                                            | BOX(9.192794325377536 50.2269239596553,9.351419306573591 50.33384795726563)
 091730145 | Wackersberg                                             | BOX(11.46688969478408 47.66126567998378,11.561648141596612 47.82933508829256)
 093765346 | Wackersdorf                                             | BOX(12.129822837746067 49.24879069498749,12.249037578855962 49.35208110224706)
 100420116 | Wadern                                                  | BOX(6.799544953512538 49.46896517098271,6.963020678279488 49.61342263351361)
 055700048 | Wadersloh                                               | BOX(8.116280188009707 51.65812456525504,8.320136134018112 51.778630592555785)
 100440120 | Wadgassen                                               | BOX(6.719738944586815 49.21882923374199,6.838749185932959 49.27457052506325)
 093720168 | Waffenbrunn                                             | BOX(12.629476538042756 49.24731088131422,12.711768136262403 49.322898566606845)
 032510044 | Wagenfeld                                               | BOX(8.499434512551247 52.499095652695544,8.773683842068577 52.59361973493323)
 082150106 | Waghäusel                                               | BOX(8.477717402151509 49.18895376207739,8.59851617631319 49.26967426639755)
 091895173 | Waging a. See                                           | BOX(12.650018465625342 47.879465801494405,12.789631998601207 48.01397303677509)
 091899452 | Waginger See                                            | BOX(12.733600052625103 47.91898884087338,12.809753693818145 47.988279069815455)
 010600092 | Wahlstedt                                               | BOX(10.150912786742785 53.9334400382147,10.238346442726986 53.97395487699717)
 081190079 | Waiblingen                                              | BOX(9.27572218695661 48.81056452566559,9.442891118439977 48.909072323277044)
 082265009 | Waibstadt                                               | BOX(8.848540104255797 49.25533253975773,9.056618025449994 49.38813099356733)
 094729469 | Waidacher Forst                                         | BOX(11.35579900035896 49.70596625483621,11.425703274593438 49.729912340862384)
 093740164 | Waidhaus                                                | BOX(12.44819915383859 49.60527117534589,12.529845754163746 49.690481596888596)
 096780190 | Waigolshausen                                           | BOX(10.085974103368201 49.929623837873294,10.189889808840737 49.97726487166393)
 094720197 | Waischenfeld                                            | BOX(11.25702120676452 49.799880018644934,11.409541576997766 49.882641517980126)
 093725317 | Wald                                                    | BOX(12.304266980014528 49.08776272475112,12.46608412590914 49.184203463798745)
 096710156 | Waldaschaff                                             | BOX(9.271495365330544 49.94595952814862,9.343827317099906 49.98496099783987)
 096719460 | Waldaschaffer Forst                                     | BOX(9.27935254328864 49.91905017459398,9.368566285636144 49.98757947762716)
 053740044 | Waldbröl                                                | BOX(7.512481232399379 50.820265070259566,7.686653796807533 50.92884781908411)
 082150110 | Waldbronn                                               | BOX(8.446726672396139 48.902374098075114,8.495583151893278 48.94636983120939)
 096790204 | Waldbrunn                                               | BOX(9.768698482668054 49.742068470088306,9.81347577298222 49.77851167557357)
 065330016 | Waldbrunn (Westerwald)                                  | BOX(8.068989664748296 50.48196457783664,8.166341838076567 50.54105802492981)
 096790205 | Waldbüttelbrunn                                         | BOX(9.749015460941914 49.766092377248924,9.858402199302482 49.80670222382973)
 066350021 | Waldeck                                                 | BOX(8.942425188719577 51.172147049670336,9.130512378037183 51.314007240823216)
 064390016 | Waldems                                                 | BOX(8.294473035754935 50.22090179363382,8.410851441812511 50.29620918120104)
 081155006 | Waldenbuch/Steinenbronn                                 | BOX(9.087809896051949 48.600247330156925,9.174158021499512 48.68067257353283)
 145245135 | Waldenburg                                              | BOX(12.507862731363954 50.836822874907746,12.652799520712325 50.90938146437046)
 093725313 | Walderbach                                              | BOX(12.32279329254857 49.15520014461518,12.44713927223531 49.23433831008045)
 093770157 | Waldershof                                              | BOX(11.96864579657542 49.894174337740374,12.143406926569748 49.99544658812411)
 096729468 | Waldfensterer Forst                                     | BOX(9.912665120391376 50.228313092964015,9.976416067145658 50.29088417953366)
 053700032 | Waldfeucht                                              | BOX(5.968365594602709 51.030160579523525,6.061251060442125 51.106220328017876)
 073405006 | Waldfischbach-Burgalben                                 | BOX(7.569212858183603 49.26482232729626,7.799358214869403 49.34526800218993)
 092729463 | Waldhäuserwald                                          | BOX(13.441698146415405 48.88796608374095,13.490134617008172 48.96055513102591)
 145220570 | Waldheim                                                | BOX(12.955539561251976 51.04661595086404,13.107394142113433 51.1048951708029)
 066360012 | Waldkappel                                              | BOX(9.773271014641908 51.08078590436865,9.961953176702941 51.188519061290414)
 083165006 | Waldkirch                                               | BOX(7.893628268155143 48.00815761859506,8.166782705991947 48.19426323088392)
 092720151 | Waldkirchen                                             | BOX(13.543477873154107 48.681959059519066,13.673984697634344 48.79633104603896)
 091830148 | Waldkraiburg                                            | BOX(12.378002017700693 48.16790604216874,12.491070239668456 48.2268834569664)
