     ars      |                 gen                  |                                    st_extent                                     
 145220290290 | Königshain-Wiederau                  | BOX(12.800288059853674 50.94348002190692,12.92692447218818 51.00974319697051)
 083275002029 | Königsheim                           | BOX(8.840788402409961 48.08670086232485,8.893940877118801 48.106977357275355)
 010585847089 | Königshügel                          | BOX(9.408381132730705 54.3174342512589,9.486510585450825 54.346437351327225)
 031549503503 | Königslutter                         | BOX(10.76252942881813 52.20420126746172,10.82593049611738 52.25298911868352)
 031540013013 | Königslutter am Elm                  | BOX(10.715621676603645 52.20193567169377,10.909863805279535 52.347305874002224)
 033535406022 | Königsmoor                           | BOX(9.601649654416077 53.21623199010488,9.708339949856192 53.245894106926556)
 091850163163 | Königsmoos                           | BOX(11.121578167842571 48.58906609067179,11.254144682466038 48.707257567233796)
 093715302135 | Königstein                           | BOX(11.560353209319956 49.56974956952726,11.719960122872982 49.64536130875981)
 064340005005 | Königstein im Taunus                 | BOX(8.41206615881903 50.15909166204474,8.514801594670876 50.2299656269004)
 146285219210 | Königstein/Sächs. Schw.              | BOX(13.994069154217554 50.88742679488744,14.125680966700811 50.94581074789886)
 145215101340 | Königswalde                          | BOX(13.018045665188795 50.501047318060955,13.084150041441138 50.566409229077294)
 146250280280 | Königswartha                         | BOX(14.262796740173359 51.28930336288167,14.425124914838651 51.36181462473705)
 053820024024 | Königswinter                         | BOX(7.168237685457548 50.66184782931919,7.372062798616773 50.747798235621474)
 120610260260 | Königs Wusterhausen                  | BOX(13.568497973541925 52.253646936290366,13.756250609607378 52.38933564548029)
 073365010052 | Konken                               | BOX(7.319141039017168 49.4937737255105,7.379229792897475 49.517347653373186)
 150890195195 | Könnern                              | BOX(11.603537053839869 51.628807355380225,11.865443601792936 51.74499887902065)
 093770131131 | Konnersreuth                         | BOX(12.187822152616757 49.976892147075844,12.267878541275818 50.03824745812)
 094750142142 | Konradsreuth                         | BOX(11.782047813629202 50.2130781824135,11.899857315219341 50.299767349613404)
 083355004043 | Konstanz                             | BOX(9.085403547876984 47.65393786247919,9.21783774670656 47.76256979878513)
 072355003068 | Konz                                 | BOX(6.519701986334747 49.63417111171493,6.671281620934713 49.72309582409603)
 092780143143 | Konzell                              | BOX(12.669269949268712 49.039339157251725,12.742342610469446 49.11258271589179)
 072335006223 | Kopp                                 | BOX(6.550730950319568 50.15760540768684,6.59890559566392 50.19566078303026)
 094719456456 | Koppenwinder Forst                   | BOX(10.519339875003416 49.834592794936256,10.583054814689424 49.881906066961264)
 081190041041 | Korb                                 | BOX(9.342895349225145 48.82428404639203,9.396308778591898 48.86376196905115)
 066350015015 | Korbach                              | BOX(8.727597513511943 51.20887368287013,8.965324821440683 51.333998490327005)
 073365010051 | Körborn                              | BOX(7.345799145199071 49.549300709141484,7.399806136114379 49.587538157172034)
 160765008036 | Korbußen                             | BOX(12.147252896561897 50.87400145165507,12.200831619128325 50.90076139331728)
 072355007069 | Kordel                               | BOX(6.582198374682647 49.80279858130178,6.679584678365013 49.87036012267264)
 071415011074 | Kördorf                              | BOX(7.890370236057084 50.2722170243096,7.950571332585864 50.30685342504634)
 066340012012 | Körle                                | BOX(9.482905206199366 51.15632183890586,9.597936569842902 51.194185962081406)
 072355004070 | Korlingen                            | BOX(6.709973509302182 49.7170388770128,6.735860952675854 49.73704231575543)
 160645055037 | Körner                               | BOX(10.543142368845812 51.19151420690712,10.635448983854364 51.27031886305566)
 081180080080 | Korntal-Münchingen                   | BOX(9.048216018906244 48.822912001150044,9.142575113239253 48.869060867386146)
 081180046046 | Kornwestheim                         | BOX(9.152326643123562 48.84760872921599,9.225427347642448 48.88418516702956)
 072325005067 | Körperich                            | BOX(6.216596708457163 49.88848337301901,6.308948882250743 49.955976147121405)
 051620020020 | Korschenbroich                       | BOX(6.47992493619302 51.14026394635979,6.626855231465355 51.23253730457433)
 130755562065 | Korswandt                            | BOX(14.093992191881089 53.893326767361316,14.205867779301688 53.932920628345286)
 071405003073 | Korweiler                            | BOX(7.40299448567479 50.09595183516147,7.427880237514963 50.1188855034562)
 091760139139 | Kösching                             | BOX(11.468188180231737 48.78423711998169,11.57058356079464 48.90034165451713)
 010585893090 | Kosel                                | BOX(9.673085056189823 54.48943472177886,9.793796263943822 54.551840754744745)
 130755562066 | Koserow                              | BOX(13.96466005594777 54.0365328610331,14.027580768642917 54.068747480398905)
 160755050051 | Kospoda                              | BOX(11.715775169978304 50.69576249789678,11.757889242263174 50.72781953715747)
 092750131131 | Kößlarn                              | BOX(13.081070281055478 48.34164370004311,13.167182336731276 48.3985489097527)
 010535373070 | Köthel                               | BOX(10.49445584184107 53.60185026749249,10.530688069831761 53.61785420238065)
 010625270040 | Köthel                               | BOX(10.479379823765273 53.59984509723393,10.514719244334634 53.628527537830884)
 150820180180 | Köthen (Anhalt)                      | BOX(11.846232671685819 51.679282548502705,12.071338334223915 51.792472871075965)
 071315001042 | Kottenborn                           | BOX(6.885852379497808 50.338474790446696,6.921191595900171 50.36134033197583)
 071375003055 | Kottenheim                           | BOX(7.225176504680861 50.33321723432795,7.273589715255449 50.3607191086802)
 072335004221 | Kötterichen                          | BOX(6.971248434158178 50.23348840088176,6.99478064553161 50.246028507964105)
 091795132131 | Kottgeisering                        | BOX(11.103098092918017 48.106065619684486,11.150569930327132 48.13722802245988)
 146260245245 | Kottmar                              | BOX(14.593491499020988 50.96360738602025,14.717417440856574 51.0743936478031)
 073355008020 | Kottweiler-Schwanden                 | BOX(7.498742134927779 49.46376446380823,7.558530374001516 49.49254321938204)
 097745729148 | Kötz                                 | BOX(10.232568182592813 48.38462382662034,10.340877085520022 48.424523911532745)
 120635306165 | Kotzen                               | BOX(12.469030172800483 52.61942924522487,12.609890936147137 52.693011214449726)
 010545417072 | Kotzenbüll                           | BOX(8.868547451959797 54.31789902260644,8.923649649328407 54.35187273512908)
 072355006067 | Köwerich                             | BOX(6.855728198275607 49.82886040282297,6.88668011093923 49.844936301172424)
 072325005068 | Koxhausen                            | BOX(6.219240415093925 49.98639466410108,6.263299446878334 50.008257478430416)
 071325010064 | Kraam                                | BOX(7.519649501666642 50.683530871988225,7.559791028550719 50.69939603413316)
 130755556067 | Krackow                              | BOX(14.203441296223748 53.31533107457363,14.354709669576005 53.392456454672725)
 072335001040 | Kradenbach                           | BOX(6.841987523041014 50.24457409075598,6.866161098935032 50.26185993530642)
 097775755144 | Kraftisried                          | BOX(10.43493110754117 47.72684209708551,10.490375592153486 47.80176425948452)
 160760089089 | Kraftsdorf                           | BOX(11.873040292314899 50.85908705599059,12.0282102249897 50.91707147354381)
 095729458458 | Kraftshofer Forst                    | BOX(11.057782021820156 49.49131961956435,11.141270550299861 49.539642278487946)
 073405009216 | Krähenberg                           | BOX(7.449802283019687 49.31412879883155,7.49489138496867 49.341587445893296)
 091835148124 | Kraiburg a. Inn                      | BOX(12.390930573182839 48.14422688869581,12.498095118484512 48.21071626418724)
 082150097097 | Kraichtal                            | BOX(8.641012318576179 49.08813920837589,8.842161091978115 49.17340823939748)
 091880127127 | Krailling                            | BOX(11.313271602001763 48.06979850053891,11.42414794167849 48.115164981917864)
 130725256056 | Krakow am See                        | BOX(12.165808539271184 53.59043256476179,12.333342236527834 53.72964667724112)
 130735351046 | Kramerhof                            | BOX(13.010988738385896 54.31341190468838,13.094463445627191 54.38207437595267)
 033595409029 | Kranenburg                           | BOX(9.148606500996188 53.58190763110735,9.233014749228108 53.62352030080966)
 051540040040 | Kranenburg                           | BOX(5.945029569643067 51.72384308790818,6.089617339329064 51.84509387729466)
 160715007046 | Kranichfeld                          | BOX(11.154728064397666 50.81460299000486,11.238277618305123 50.875090447981826)
 091780137137 | Kranzberg                            | BOX(11.549563806664748 48.37176687190996,11.702645205738 48.44422831765387)
 130715156080 | Kratzeburg                           | BOX(12.843505868513414 53.37450125136646,12.990022832079786 53.46721714918149)
 071405009075 | Kratzenburg                          | BOX(7.529214395325333 50.17899313087251,7.58102770839324 50.211572082564906)
 084375006065 | Krauchenwies                         | BOX(9.174529617258726 47.972067555466815,9.299479641458747 48.04079531085564)
 146260250250 | Krauschwitz i.d. O.L.                | BOX(14.67974734011794 51.41214664409419,14.97421645370177 51.535158334677625)
 120615114265 | Krausnick-Groß Wasserburg            | BOX(13.727990484815754 51.98866649926663,13.89096417371959 52.083936424840125)
 160635006046 | Krauthausen                          | BOX(10.192621925981031 50.99721772052211,10.316987704111249 51.05146688832001)
 081265002045 | Krautheim                            | BOX(9.570059276728015 49.34394468240504,9.70759434383287 49.430089687849915)
 072325001253 | Krautscheid                          | BOX(6.311227917218636 50.05289186492361,6.3662690605148 50.08593293290913)
 160630101101 | Krayenberggemeinde                   | BOX(10.051112958193098 50.796647058532606,10.160652763855513 50.862051369763286)
 146265233260 | Kreba-Neudorf                        | BOX(14.644618126484682 51.31062422108918,14.763592447558272 51.3755920177001)
 031595402022 | Krebeck                              | BOX(10.070684347715563 51.57545897409797,10.15411299361946 51.62235150621227)
 051140000000 | Krefeld                              | BOX(6.477928448569561 51.286827857612046,6.706166072170269 51.40630715003612)
 130765655075 | Kreien                               | BOX(12.014184097460493 53.369312254255895,12.11124141451941 53.432742811269854)
 073365008053 | Kreimbach-Kaulbach                   | BOX(7.606629534461766 49.53025083073975,7.661639366552304 49.5714282990903)
 146280220220 | Kreischa                             | BOX(13.70114951628874 50.914835954260994,13.807531358018187 50.98964956013605)
 130745452043 | Krembz                               | BOX(10.991288927432853 53.6019516711604,11.116722422749515 53.68564980803363)
 120625209282 | Kremitzaue                           | BOX(13.270149918884304 51.6799553595739,13.35173954788944 51.739526063421685)
 120650165165 | Kremmen                              | BOX(12.825030572725932 52.69475628145641,13.202397667832289 52.89726123289815)
 130765657076 | Kremmin                              | BOX(11.54999109452374 53.2120257484993,11.63050518976541 53.26065862281316)
 010615134054 | Krempdorf                            | BOX(9.447250346546761 53.80820332475467,9.509083874073607 53.834029841613486)
 010615153055 | Krempe                               | BOX(9.47753314304771 53.81686625124988,9.509429768795869 53.84888322822421)
 010515169061 | Krempel                              | BOX(9.007567685704853 54.30807414558756,9.068415833522119 54.32558870700641)
 010615153056 | Kremperheide                         | BOX(9.469023921606109 53.87693014257461,9.503657716189261 53.90118676132201)
 010615153057 | Krempermoor                          | BOX(9.46696742692553 53.86888526919424,9.50506631706465 53.884525584338895)
 010605086050 | Krems II                             | BOX(10.320675062843245 53.974798498414735,10.395510451363169 54.012008518609086)
 081275003101 | Kreßberg                             | BOX(10.112807092987126 49.094336084003096,10.256947319960844 49.182406689758345)
 084355001029 | Kressbronn am Bodensee               | BOX(9.555234718074388 47.581150336932005,9.645233661048017 47.636589455520564)
 071375001056 | Kretz                                | BOX(7.3396667415687 50.38171902766863,7.384235038339721 50.413297847706346)
 150845052275 | Kretzschau                           | BOX(12.011831831856682 51.02584249025304,12.115778275332707 51.09019900726808)
 091820124124 | Kreuth                               | BOX(11.597967404883033 47.58121483652233,11.85491336281989 47.70087330366382)
 093759452452 | Kreuther Forst                       | BOX(12.214541810035978 49.04323181997849,12.264488906886362 49.07860378266155)
 053580028028 | Kreuzau                              | BOX(6.416292623281292 50.69351889502357,6.548840988007574 50.782403830383544)
 059700024024 | Kreuztal                             | BOX(7.920006925658209 50.92514407881745,8.070976078692487 51.04253103026274)
 096775620151 | Kreuzwertheim                        | BOX(9.49663051238712 49.74454110504067,9.568946331914033 49.824713549221364)
 073355011021 | Krickenbach                          | BOX(7.646859694423862 49.34336004655365,7.702096123046404 49.38731971009095)
 160775005022 | Kriebitzsch                          | BOX(12.286176068840456 50.99336514939602,12.356726443262037 51.04127571123163)
 145220300300 | Kriebstein                           | BOX(12.979757456113923 51.00893615986929,13.119347739656812 51.06033418214486)
 073335004040 | Kriegsfeld                           | BOX(7.889461444724421 49.659880263760506,7.975892871825081 49.73130440208076)
 130755553068 | Krien                                | BOX(13.409435157440726 53.79203127387704,13.532083110328696 53.84460740118183)
 130715163081 | Kriesow                              | BOX(13.014748141238192 53.700424285982685,13.100399742630689 53.7607527374246)
 064360009009 | Kriftel                              | BOX(8.446509179052446 50.059887260246505,8.489732277161051 50.09865171694397)
 130725263057 | Kritzmow                             | BOX(12.011284329336796 54.027955604738665,12.079675908645655 54.09472415253742)
 130765655077 | Kritzow                              | BOX(12.059884576051537 53.41345431550366,12.191083363252805 53.462171598861545)
 010585864091 | Krogaspe                             | BOX(9.902864031464073 54.101815119297605,9.962212659503322 54.14889028494128)
 010575755040 | Krokau                               | BOX(10.318713315736858 54.38056779920536,10.367302539207806 54.40730311184334)
 160755013129 | Krölpa                               | BOX(11.45991565024583 50.61913443120058,11.56670550022884 50.7430967640145)
 096715604138 | Krombach                             | BOX(9.176583447102825 50.05771424176454,9.228795096474755 50.1034744864336)
 160615014062 | Krombach                             | BOX(10.111900672210107 51.27999274034147,10.151817643274626 51.30334556670384)
 094760145145 | Kronach                              | BOX(11.26455867714721 50.19339152738822,11.417685531606253 50.30315181769329)
 082155001039 | Kronau                               | BOX(8.583050010858136 49.20916110794533,8.640815932038912 49.24665804307067)
 064340006006 | Kronberg im Taunus                   | BOX(8.47462152692959 50.16366966218559,8.564448437284529 50.21844104952182)
 097785767161 | Kronburg                             | BOX(10.105012801857793 47.8691571248973,10.196074853722061 47.938544130264475)
 092745223145 | Kröning                              | BOX(12.31045896064543 48.48993921912252,12.430212449539447 48.575501184807)
 010515166062 | Kronprinzenkoog                      | BOX(8.938228810283709 53.9159057178237,9.00587015498552 54.0371089008099)
 010595990136 | Kronsgaard                           | BOX(9.938694421538335 54.724637230821,9.985603112292457 54.75898650862539)
 010580092092 | Kronshagen                           | BOX(10.055693573297312 54.32525621995064,10.105323781456022 54.35052865417587)
 010615104058 | Kronsmoor                            | BOX(9.575050496327663 53.88742368396582,9.627741806085023 53.91721059476884)
 071345002048 | Kronweiler                           | BOX(7.241733876340249 49.64876363393224,7.273636963767118 49.67281985837791)
 130720058058 | Kröpelin                             | BOX(11.716851130577886 54.00183411714546,11.866523344710458 54.124309253633506)
 010595996053 | Kropp                                | BOX(9.484050392593431 54.363219906247814,9.565733303035485 54.44527755477712)
 071435002250 | Kroppach                             | BOX(7.724570288054698 50.681524132227736,7.755330527635538 50.710967690829534)
 010535323072 | Kröppelshagen-Fahrendorf             | BOX(10.29846178194057 53.4584478134628,10.358149553270291 53.49810666206288)
 120665606168 | Kroppen                              | BOX(13.773740838066665 51.36949891356641,13.836171730949623 51.414482329790076)
 073405003026 | Kröppen                              | BOX(7.4725988092407 49.13110806393098,7.538932735715072 49.18177659267764)
 150835054355 | Kroppenstedt                         | BOX(11.262067632362132 51.899765039802546,11.371343099756743 51.9719716517919)
 130755557069 | Kröslin                              | BOX(13.659726438732285 54.087807888147985,13.926929651263578 54.25162865471006)
 147305306150 | Krostitz                             | BOX(12.36930199474859 51.42398886499649,12.519543196679892 51.49909215061031)
 073365009054 | Krottelbach                          | BOX(7.299359718075212 49.45636270981339,7.349991055253773 49.47616701077646)
 072315009072 | Kröv                                 | BOX(7.054835545168361 49.967092919021184,7.12443539912197 50.02068592849147)
 072325005069 | Kruchten                             | BOX(6.29065200036275 49.882791216572585,6.347848746710843 49.90855881810188)
 130755554070 | Kruckow                              | BOX(13.178379316673839 53.84827221444179,13.31583434823683 53.91839523719287)
 071375001057 | Kruft                                | BOX(7.27544451180191 50.34787957096207,7.363165521031605 50.41236543050246)
 130755560071 | Krugsdorf                            | BOX(14.054592494381156 53.5148890655196,14.112523128169709 53.551380793748095)
 010535343074 | Krukow                               | BOX(10.44711628836044 53.39765642450125,10.50099002435584 53.433712323024444)
 097740150150 | Krumbach (Schwaben)                  | BOX(10.332394589329784 48.20360389913444,10.433762701737312 48.29619678321989)
 010575755041 | Krummbek                             | BOX(10.37952036260043 54.3527008359558,10.41586427889341 54.39742137720841)
 071435007041 | Krümmel                              | BOX(7.714572181091466 50.52315876328746,7.741627539188185 50.54617455464244)
 071345005049 | Krummenau                            | BOX(7.248514538490243 49.8765569226541,7.290538305392007 49.899459188238104)
 033595407030 | Krummendeich                         | BOX(9.167327355497832 53.80292265747717,9.253525032170279 53.86623328811939)
 010615138059 | Krummendiek                          | BOX(9.391858945116658 53.93622667634234,9.43358824961246 53.95597016954248)
 093775350132 | Krummennaab                          | BOX(12.056403574281848 49.813889146566915,12.136929053250318 49.88482825072909)
 010535308075 | Krummesse                            | BOX(10.632145415344088 53.770431743552514,10.66977373564784 53.80021952064212)
 034520014014 | Krummhörn                            | BOX(6.997958942211445 53.35237470433958,7.212048331895814 53.54607797639352)
 130755551072 | Krummin                              | BOX(13.796403890057995 54.031187288289665,13.886737970950811 54.06996111610861)
 010585803093 | Krummwisch                           | BOX(9.864441441578622 54.32088706348402,9.9634503991625 54.35347980339644)
 010515175063 | Krumstedt                            | BOX(9.126169171798091 54.05533633144878,9.260369717585824 54.094312909971734)
 091800122122 | Krün                                 | BOX(11.15760073420841 47.44181141876414,11.295725718281846 47.54717108146137)
 071325010065 | Krunkel                              | BOX(7.474422256066841 50.57098341971471,7.517294103279254 50.58646826850364)
 130755553073 | Krusenfelde                          | BOX(13.365532743945684 53.81297245289587,13.431727109229845 53.868835891601414)
 130745456044 | Krusenhagen                          | BOX(11.479816152172754 53.92678743926478,11.551254694414098 53.96717164316862)
 010535343073 | Krüzen                               | BOX(10.510100763096064 53.389700793781756,10.559844063572683 53.427730204446604)
 130715164083 | Kublank                              | BOX(13.462556660744823 53.54118600474405,13.550821466432872 53.57789125997412)
 146250290290 | Kubschütz                            | BOX(14.44202454007993 51.11713950354298,14.55471943924375 51.214440636230385)
 130725256059 | Kuchelmiß                            | BOX(12.287054910087441 53.642353885027234,12.422243094806483 53.71243077334841)
 081175004033 | Kuchen                               | BOX(9.761900496774913 48.617975735884556,9.818218709753177 48.655778486493126)
 130715158173 | Kuckssee                             | BOX(13.054646097086795 53.5033776085772,13.156239931180078 53.55848920941072)
 010535373076 | Kuddewörde                           | BOX(10.369367655769077 53.559359822077866,10.440015277168433 53.59739487574799)
 010515163064 | Kuden                                | BOX(9.15817592282012 53.941703286614086,9.24339939666604 53.99227934982765)
 010615179060 | Kudensee                             | BOX(9.205955224187003 53.91682692016856,9.240078230906244 53.945998264269555)
 073345006015 | Kuhardt                              | BOX(8.290374501339285 49.13412575937382,8.349282245992754 49.15476019026538)
 097715703144 | Kühbach                              | BOX(11.126832457144465 48.472110642956785,11.250221219189076 48.5498090051962)
 160765056038 | Kühdorf                              | BOX(12.096339015513667 50.69072652491761,12.121516959575068 50.715696043421865)
 150815051290 | Kuhfelde                             | BOX(11.020441852953667 52.72189009196192,11.161325716986761 52.809423674332336)
 097725706166 | Kühlenthal                           | BOX(10.769139790367046 48.552602531357365,10.829349883162344 48.58540710439351)
 130765664078 | Kuhlen-Wendorf                       | BOX(11.577178373906602 53.63951829059033,11.691705515201937 53.75358814506511)
 130720060060 | Kühlungsborn                         | BOX(11.692856764491529 54.11388206675513,11.785734872764795 54.154598492642634)
 160665014038 | Kühndorf                             | BOX(10.44722123634711 50.585641274046786,10.528927248656215 50.651346432180766)
 071435008251 | Kuhnhöfen                            | BOX(7.848211383588553 50.523607838397844,7.872694818165837 50.540444758040415)
 010575747042 | Kühren                               | BOX(10.227098837579307 54.15828246664722,10.29381811584416 54.21399397377877)
 130725255061 | Kuhs                                 | BOX(12.213780786812048 53.83725825279008,12.298889390040214 53.88193516341518)
 010535391077 | Kühsen                               | BOX(10.589347676660907 53.66795214196851,10.6367963854024 53.699799519215865)
 130765658079 | Kuhstorf                             | BOX(11.222182524196416 53.36681074133422,11.298796064350219 53.407293731278116)
 010605053051 | Kükels                               | BOX(10.202541538907782 53.88099421535229,10.25349215404051 53.91392083448012)
 160615013063 | Küllstedt                            | BOX(10.247024845472243 51.255002490422996,10.3127830019049 51.295548271766826)
 093770133133 | Kulmain                              | BOX(11.85137797250281 49.88076709610124,11.971243763172438 49.96113375540365)
 094770128128 | Kulmbach                             | BOX(11.36058831699937 50.05475621076744,11.505009784026866 50.19339090211421)
 010535358078 | Kulpin                               | BOX(10.665728999816015 53.691672612887764,10.71329510651726 53.723082572859646)
 081280064064 | Külsheim                             | BOX(9.397891490045154 49.634874546059486,9.608596445741744 49.70962640517269)
 071405008076 | Külz (Hunsrück)                      | BOX(7.454713024122818 49.995480546306105,7.528109732898224 50.01934737300494)
 071405008077 | Kümbdchen                            | BOX(7.501116877847512 49.983544747553815,7.534658176360566 50.00868243418271)
 092740146146 | Kumhausen                            | BOX(12.133336483773737 48.46198243529796,12.26630294266395 48.53421226232885)
 010565687032 | Kummerfeld                           | BOX(9.767092137795917 53.68333417566703,9.806502340569347 53.72383296343833)
 120705006222 | Kümmernitztal                        | BOX(12.133492661054442 53.20159034434083,12.196631723253587 53.27837846762419)
 130715153084 | Kummerow                             | BOX(12.778020376466175 53.72113199277891,12.915310816336097 53.84978530296029)
 093710136136 | Kümmersbruck                         | BOX(11.810360891923702 49.37121220783014,11.949314190582674 49.4642652185)
 071435002252 | Kundert                              | BOX(7.778007545847751 50.70913366851442,7.808500557960912 50.7311994776612)
 094745422145 | Kunreuth                             | BOX(11.133820898944904 49.657320632039884,11.197510232927886 49.69140570155864)
 066310017017 | Künzell                              | BOX(9.699898630584308 50.494039337279496,9.838134927149376 50.55621601594635)
 081265003046 | Künzelsau                            | BOX(9.64095208856824 49.24059209173004,9.834783499977865 49.31997574504192)
 092710128128 | Künzing                              | BOX(12.994118472142203 48.619208410014764,13.112057458480995 48.68897440486992)
 094775437129 | Kupferberg                           | BOX(11.553625327142674 50.12212804067396,11.619271989135624 50.16598838595898)
 081265001047 | Kupferzell                           | BOX(9.623466372907949 49.1619092276838,9.765628272200175 49.266006198257784)
 082165001024 | Kuppenheim                           | BOX(8.233969486751699 48.78587496268456,8.299982973558496 48.85660128099691)
 094760146146 | Küps                                 | BOX(11.22428521848986 50.15926939386135,11.348665238872348 50.234501928279236)
 096790156156 | Kürnach                              | BOX(10.006055303230255 49.822984382979804,10.087710732840831 49.85559482758447)
 082155005040 | Kürnbach                             | BOX(8.812069261881016 49.058478404385234,8.88003068369771 49.095452485688725)
 053780012012 | Kürten                               | BOX(7.184200891210216 50.986595302455,7.34032282790194 51.086766979405546)
 071385009036 | Kurtscheid                           | BOX(7.441237133323879 50.52057700883916,7.479725482392883 50.55403733362144)
 073365010055 | Kusel                                | BOX(7.348030050307737 49.518633841280305,7.435556904537952 49.556296405724666)
 083375003125 | Küssaberg                            | BOX(8.254101975475441 47.57031244877505,8.397473491707418 47.62605268962575)
 033545407013 | Küsten                               | BOX(10.967827941636719 52.94822952805236,11.117546922405909 53.037853862672236)
 084160023023 | Kusterdingen                         | BOX(9.07161088854596 48.47026539709728,9.153705316104094 48.534794293156935)
 120645404266 | Küstriner Vorland                    | BOX(14.518005305457233 52.52416300703983,14.639785638879738 52.609834565638224)
 033595402031 | Kutenholz                            | BOX(9.226018149368333 53.449191619384294,9.41245060046851 53.53687335660116)
 097720167167 | Kutzenhausen                         | BOX(10.650817688755435 48.3182745062655,10.743641087795497 48.387643490832225)
 160645001038 | Kutzleben                            | BOX(10.841943596677073 51.17863866094675,10.922568401856477 51.22050850112005)
 160650085085 | Kyffhäuserland                       | BOX(10.902294239643625 51.29011800884917,11.12244444303265 51.429791972818286)
 072325008070 | Kyllburg                             | BOX(6.580174795567094 50.026580451770634,6.617524051144122 50.05587433249019)
 072325008071 | Kyllburgweiler                       | BOX(6.599741302522948 50.03797564185149,6.637409694412412 50.08679045184371)
 120680264264 | Kyritz                               | BOX(12.189988694114813 52.89245281305987,12.557511520142842 53.057237861286076)
 093755333162 | Laaber                               | BOX(11.83949373047896 49.03933424707032,11.96011317773316 49.1083785613845)
 130725257062 | Laage                                | BOX(12.213156859606359 53.82005736749725,12.464729346224175 53.95554342424026)
 034565401012 | Laar                                 | BOX(6.710081175896225 52.56125726463814,6.822784880998282 52.652689865171716)
 160745011049 | Laasdorf                             | BOX(11.652052936098004 50.85442170078343,11.684792182026591 50.88502556669345)
 032410009009 | Laatzen                              | BOX(9.763057292710146 52.26160993433587,9.916457312483512 52.32584764534477)
 010535391079 | Labenz                               | BOX(10.497576680995651 53.690591763390294,10.549511743332356 53.7262056119794)
 092780144144 | Laberweinting                        | BOX(12.235133049236252 48.721434974677145,12.399125474951367 48.86232586239498)
 010575755043 | Laboe                                | BOX(10.20885387487217 54.38710045918085,10.252794276249226 54.416176463237136)
 097785765162 | Lachen                               | BOX(10.206286084260464 47.921940674846475,10.273250586425169 47.96093934084106)
 033515403016 | Lachendorf                           | BOX(10.177284218082656 52.58048911697014,10.340585971491674 52.6666946203472)
 055660032032 | Ladbergen                            | BOX(7.700507755772024 52.09338027754041,7.849926527158684 52.17845880787123)
 010545489073 | Ladelund                             | BOX(8.99440876165463 54.81216327385971,9.082575029648066 54.875771547040884)
 082260038038 | Ladenburg                            | BOX(8.570986907965375 49.44482911026952,8.64827259738752 49.50117334509324)
 055660036036 | Laer                                 | BOX(7.290655608962605 52.02662867175464,7.417866494306461 52.08973748494084)
 034565402013 | Lage                                 | BOX(6.940964962168762 52.43661508430817,6.979326742771765 52.4796535224584)
 057660040040 | Lage                                 | BOX(8.708965241164424 51.92149560452818,8.877336069894062 52.03159392861123)
 010615104061 | Lägerdorf                            | BOX(9.544109428042903 53.869228544066836,9.602106272832694 53.89300464146109)
 034545403026 | Lähden                               | BOX(7.50024889637412 52.69755720173179,7.714945991661152 52.79886469495122)
 034545409027 | Lahn                                 | BOX(7.565189427497529 52.785173346428394,7.653360758343839 52.8379816777154)
 065320015015 | Lahnau                               | BOX(8.533538649384042 50.55619636021044,8.608236777764695 50.62762571544483)
 071410075075 | Lahnstein                            | BOX(7.58897984784368 50.267608487191694,7.755704884706694 50.360129313360254)
 065340012012 | Lahntal                              | BOX(8.614689687681125 50.83186784856367,8.79471122893769 50.8903243765002)
 071405003502 | Lahr                                 | BOX(7.340212535186919 50.11123645639717,7.375882174730668 50.13276275115134)
 072325005072 | Lahr                                 | BOX(6.253709253416193 49.93525693589294,6.30788692623393 49.97469049172813)
 083175007065 | Lahr/Schwarzwald                     | BOX(7.785821302164404 48.28631675452641,7.979471209754866 48.38121788676969)
 084255007071 | Laichingen                           | BOX(9.582694910674089 48.43226251506815,9.802700720238507 48.536504849296826)
 130725256063 | Lalendorf                            | BOX(12.282474264222518 53.66004314512654,12.495667072585382 53.834705653846605)
 092715202130 | Lalling                              | BOX(13.086358241502623 48.827155788459706,13.203672612277341 48.88813425497314)
 093720138138 | Lam                                  | BOX(13.010019875273946 49.15480877696446,13.114626224113755 49.23191635160298)
 072325001254 | Lambertsberg                         | BOX(6.379548056129822 50.07610906651418,6.410859971527566 50.10113977489324)
 073325005032 | Lambrecht (Pfalz)                    | BOX(8.024486830473432 49.35243980089614,8.088449286350082 49.38073003661845)
 130725263064 | Lambrechtshagen                      | BOX(11.98417923907733 54.07358753311882,12.054477778675176 54.1228575631987)
 073355001201 | Lambsborn                            | BOX(7.408968626093016 49.3537852082266,7.457389541403669 49.37481383101755)
 073385006016 | Lambsheim                            | BOX(8.256371641626254 49.49551137670156,8.31511120461471 49.537479576566255)
 097775748145 | Lamerdingen                          | BOX(10.701535447241163 48.0466209650106,10.816465136007297 48.11145112471781)
 010575775044 | Lammershagen                         | BOX(10.40187338711325 54.25371152600516,10.511014280817824 54.318937796576314)
 072355008072 | Lampaden                             | BOX(6.673341801204019 49.6369252600445,6.731124936310597 49.66994485485783)
 064310013013 | Lampertheim                          | BOX(8.366195973499668 49.57299667088262,8.594074036232763 49.67861156031881)
 146275238110 | Lampertswalde                        | BOX(13.550800522120428 51.28630378426631,13.740841674178625 51.37612642807092)
 032540044044 | Lamspringe                           | BOX(9.889772399803013 51.92736022152912,10.086722837736623 52.026468332331426)
