"adv_id","beginnt","land","regierungsbezirk","kreis","gemeinde","gemarkungsnummer","flurnummer","nenner","zaehler","abweichender_rechtszustand","wkt_geometry"
"DESHPDHK00035Ryb","2020-07-02T13:05:31Z","01","0","54","093","1559","13","","70","false","Polygon((484313.923 6059414.056,484309.435 6059416.515,484299.979 6059422.632,484296.241 6059426.571,484290.233 6059433.598,484286.475 6059439.326,484281.757 6059447.353,484278.978 6059449.862,484273.821 6059460.748,484271.441 6059460.318,484268.872 6059459.489,484262.155 6059456.59,484264.304 6059449.922,484265.113 6059447.423,484269.571 6059437.307,484276.538 6059422.352,484283.945 6059407.628,484285.834 6059408.578,484290.132 6059410.727,484297.03 6059405.399,484303.307 6059401.82,484313.123 6059396.232,484320.14 6059393.663,484328.497 6059391.244,484341.312 6059387.525,484355.796 6059382.687,484362.713 6059378.889,484368.7 6059375.6,484374.998 6059369.812,484381.345 6059363.294,484387.922 6059354.327,484391.99 6059347.69,484395.159 6059340.572,484399.387 6059324.408,484399.726 6059320.43,484399.576 6059310.993,484397.436 6059297.388,484393.517 6059285.283,484389.519 6059272.917,484386.76 6059271.758,484384.161 6059270.228,484383.981 6059270.068,484381.891 6059268.249,484379.922 6059265.98,484378.243 6059263.441,484376.913 6059260.682,484373.224 6059252.785,484372.764 6059251.895,484371.615 6059250.256,484370.305 6059248.736,484368.756 6059247.467,484367.786 6059246.907,484377.382 6059231.083,484384.449 6059229.253,484389.317 6059225.575,484409.638 6059192.506,484422.502 6059173.203,484424.561 6059174.763,484436.996 6059157.359,484445.582 6059146.073,484452.799 6059137.326,484460.305 6059128.599,484467.902 6059120.142,484475.679 6059111.735,484483.535 6059103.537,484495.62 6059091.391,484554.215 6059033.131,484633.799 6058954.099,484648.594 6058961.475,484638.849 6058971.142,484520.75 6059087.942,484491.683 6059117.462,484480.478 6059129.418,484467.293 6059144.423,484456.438 6059157.908,484442.224 6059177.091,484433.828 6059189.777,484429.44 6059196.415,484414.277 6059221.396,484423.613 6059227.074,484428.372 6059243.468,484429.842 6059251.815,484429.442 6059259.412,484425.374 6059269.158,484423.545 6059272.597,484419.147 6059286.462,484418.598 6059291.95,484419.168 6059298.838,484417.459 6059303.596,484419.438 6059312.083,484418.619 6059317.911,484418.549 6059326.887,484418.48 6059334.495,484418.48 6059334.804,484417.94 6059336.694,484411.893 6059357.716,484403.857 6059369.572,484398.909 6059375.82,484394.241 6059380.458,484383.735 6059388.575,484376.078 6059393.013,484365.063 6059397.902,484345.93 6059404.389,484338.553 6059405.659,484331.116 6059405.169,484330.277 6059404.749,484329.197 6059408.118,484325.539 6059409.297,484313.923 6059414.056))"
"DESHPDHK00035Ryc","2011-06-03T17:50:20Z","01","0","54","093","1559","13","","50","false","Polygon((487251.984 6057132.941,487283.121 6057119.432,487291.048 6057116.473,487302.083 6057113.303,487320.316 6057109.282,487338.669 6057105.662,487352.673 6057104.131,487361.629 6057101.531,487365.198 6057100.501,487374.154 6057100.7,487396.246 6057101.778,487407.901 6057102.777,487427.803 6057106.654,487447.346 6057111.48,487469.688 6057117.686,487483.462 6057122.043,487498.587 6057128.12,487499.476 6057128.48,487515.191 6057135.836,487530.485 6057143.632,487547.619 6057154.057,487566.272 6057167.571,487585.856 6057184.724,487601.691 6057201.157,487636.309 6057239.142,487649.185 6057254.756,487685.794 6057301.578,487684.137 6057330.189,487684.077 6057331.299,487683.507 6057341.276,487683.368 6057343.775,487634.933 6057281.239,487601.653 6057239.145,487568.504 6057202.989,487528.618 6057172.023,487479.855 6057146.306,487415.21 6057128.237,487370.567 6057124.633,487333.882 6057127.285,487310.171 6057132.206,487279.774 6057140.865,487258.483 6057148.495,487251.724 6057133.05,487251.984 6057132.941))"
"DESHPDHK00035Ryd","2020-10-02T11:19:04Z","01","0","54","093","1559","13","","20","false","Polygon((487677.731 6057681.798,487673.58 6057793.233,487665.767 6057851.924,487664.968 6057867.34,487663.469 6057877.426,487662.43 6057884.414,487661.461 6057888.633,487660.641 6057892.212,487658.743 6057900.529,487654.144 6057899.94,487655.703 6057891.552,487656.243 6057888.663,487656.383 6057887.933,487656.523 6057887.154,487657.132 6057883.895,487658.431 6057876.877,487664.887 6057842.218,487674.203 6057681.758,487677.731 6057681.798))"
"DESHPDHK00035Rye","2023-12-01T07:21:14Z","01","0","54","093","1559","13","","52","false","Polygon((487465.773 6057009.902,487469.761 6057004.264,487473.099 6056998.725,487476.068 6056992.427,487478.007 6056983.87,487520.239 6056965.073,487585.492 6056936.027,487658.862 6056902.601,487658.902 6056902.571,487682.562 6056891.623,487685.75 6056889.184,487686.84 6056888.344,487688.089 6056887.844,487701.734 6056882.334,487718.759 6056924.208,487719.168 6056925.227,487725.587 6056941.011,487713.482 6056946.41,487693.49 6056955.289,487691.311 6056950.191,487680.445 6056954.87,487682.754 6056960.058,487637.023 6056980.246,487562.025 6057013.102,487449.062 6057062.506,487372.155 6057096.122,487364.928 6057099.282,487362.688 6057088.955,487362.358 6057088.296,487361.039 6057085.707,487364.357 6057083.687,487384.089 6057071.719,487423.302 6057047.934,487433.587 6057041.695,487433.817 6057041.565,487436.726 6057039.445,487438.525 6057037.805,487450.84 6057025.948,487453.798 6057023.109,487453.878 6057022.929,487461.325 6057015.051,487465.773 6057009.902))"
"DESHPDHK00035Ryf","2011-06-03T17:50:20Z","01","0","54","093","1559","13","","55","false","Polygon((484281.757 6059447.353,484286.475 6059439.326,484290.233 6059433.598,484296.241 6059426.571,484299.979 6059422.632,484309.435 6059416.515,484313.923 6059414.056,484325.539 6059409.297,484329.197 6059408.118,484314.794 6059452.851,484296.631 6059451.122,484294.132 6059450.882,484278.978 6059449.862,484281.757 6059447.353))"
"DESHPDHK00035Ryg","2011-06-03T17:50:20Z","01","0","54","093","1559","13","","56","false","Polygon((484305.094 6059347.55,484308.063 6059339.103,484309.672 6059335.765,484318.938 6059316.532,484324.565 6059306.585,484324.805 6059306.725,484339.899 6059315.752,484340.339 6059316.012,484340.549 6059316.142,484340.749 6059316.262,484317.51 6059354.997,484317.34 6059354.897,484317.08 6059354.737,484306.124 6059348.17,484305.094 6059347.55))"
"DESHPDHK00035Ryh","2020-10-02T11:19:04Z","01","0","54","093","1559","13","","57","false","Polygon((484367.786 6059246.907,484366.497 6059249.026,484365.677 6059250.356,484364.997 6059251.505,484359.719 6059251.535,484355.541 6059253.175,484351.883 6059254.634,484349.164 6059255.714,484317.048 6059300.548,484304.024 6059323.779,484296.377 6059336.954,484258.055 6059403.08,484251.658 6059414.235,484245.71 6059425.831,484241.292 6059439.026,484240.463 6059441.585,484237.964 6059449.162,484233.406 6059447.653,484246.359 6059408.518,484254.276 6059395.602,484262.872 6059381.578,484272.048 6059366.003,484273.146 6059364.069,484282.203 6059348.12,484294.668 6059326.098,484300.635 6059315.852,484305.143 6059308.855,484309.991 6059301.827,484312.579 6059298.059,484314.769 6059294.88,484315.048 6059294.36,484315.608 6059293.58,484345.955 6059251.086,484350.972 6059243.848,484352.722 6059241.889,484356.61 6059238.19,484361.558 6059234.901,484377.382 6059231.083,484367.786 6059246.907))"
"DESHPDHK00035Ryi","2011-06-03T17:50:20Z","01","0","54","093","1559","13","","30","false","Polygon((485292.306 6059626.698,485301.472 6059628.177,485457.819 6059640.118,485624.152 6059652.209,485864.174 6059669.944,485874.61 6059675.741,485885.336 6059678.43,485835.378 6059711.329,485652.332 6059698.691,485272.366 6059672.453,485283.429 6059623.899,485292.306 6059626.698))"
"DESHPDHK00035Ryj","2021-05-06T09:28:26Z","01","0","54","093","1559","13","","35","false","Polygon((484329.197 6059408.118,484330.277 6059404.749,484331.116 6059405.169,484338.553 6059405.659,484347.001 6059422.712,484338.615 6059455.12,484314.794 6059452.851,484329.197 6059408.118))"
"DESHPDHK00035Ryk","2020-07-02T13:05:31Z","01","0","54","093","1559","13","","36","false","Polygon((484361.045 6059425.981,484355.988 6059445.284,484352.41 6059456.44,484338.615 6059455.12,484347.001 6059422.712,484338.553 6059405.659,484345.93 6059404.389,484361.045 6059425.981))"
"DESHPDHK00035Ryl","2019-05-07T07:08:26Z","01","0","54","093","1559","13","","38","false","Polygon((484299.737 6059365.294,484302.176 6059358.756,484306.124 6059348.17,484317.08 6059354.737,484307.694 6059370.352,484299.507 6059365.923,484299.737 6059365.294))"
"DESHPDHK00035Rym","2020-01-13T10:42:16Z","01","0","54","093","1559","13","","41","false","Polygon((484113.942 6059424.031,483969.056 6059375.181,483981.47 6059340.724,483986.688 6059343.933,483992.336 6059342.613,484008.439 6059334.636,484013.258 6059334.686,484096.036 6059362.565,484098.925 6059364.344,484100.155 6059368.663,484101.015 6059374.65,484099.955 6059374.78,484101.135 6059382.357,484102.644 6059392.1,484102.745 6059392.753,484124.596 6059389.495,484113.942 6059424.031))"
"DESHPDHK00035Ryn","2023-12-11T10:04:30Z","01","0","54","093","1559","13","","51","false","Polygon((487637.023 6056980.246,487682.754 6056960.058,487680.445 6056954.87,487691.311 6056950.191,487693.49 6056955.289,487713.482 6056946.41,487725.587 6056941.011,487725.197 6056945.489,487724.987 6056947.829,487722.609 6056974.119,487716.795 6057041.588,487705.488 6057171.888,487700.014 6057234.528,487694.661 6057308.705,487686.024 6057297.519,487685.794 6057301.578,487649.185 6057254.756,487636.309 6057239.142,487601.691 6057201.157,487585.856 6057184.724,487566.272 6057167.571,487547.619 6057154.057,487530.485 6057143.632,487515.191 6057135.836,487499.476 6057128.48,487498.587 6057128.12,487483.462 6057122.043,487469.688 6057117.686,487447.346 6057111.48,487427.803 6057106.654,487407.901 6057102.777,487396.246 6057101.778,487374.154 6057100.7,487365.198 6057100.501,487364.928 6057099.282,487372.155 6057096.122,487449.062 6057062.506,487562.025 6057013.102,487637.023 6056980.246))"
"DESHPDHK00035Ryo","2020-10-02T11:19:04Z","01","0","54","093","1559","13","","4","false","Polygon((484962.245 6059273.173,484964.274 6059275.612,484964.704 6059278.671,484963.715 6059281.62,484960.846 6059284.459,484955.368 6059289.877,484952.759 6059290.827,484950.78 6059290.847,484948.801 6059290.117,484947.151 6059288.638,484798.923 6059133.321,484638.849 6058971.142,484648.594 6058961.475,484962.245 6059273.173))"
"DESHPDHK00035Ryp","2011-06-03T17:50:20Z","01","0","54","093","1559","13","3","12","false","Polygon((484531.008 6058916.756,484553.277 6058896.354,484564.792 6058886.158,484578.908 6058900.372,484566.653 6058911.208,484544.623 6058931.39,484498.504 6058974.954,484369.061 6059117.504,484338.954 6059152.802,484264.166 6059240.76,484209.53 6059306.106,484157.712 6059367.953,484130.023 6059371.232,484131.373 6059366.553,484136.87 6059361.695,484194.206 6059293.281,484248.882 6059227.875,484323.739 6059139.837,484354.046 6059104.3,484484.209 6058960.94,484531.008 6058916.756))"
"DESHPDHK00035Ryq","2020-10-01T06:22:29Z","01","0","54","093","1559","13","","28","false","Polygon((484268.872 6059459.489,484271.441 6059460.318,484273.821 6059460.748,484268.873 6059475.912,484268.533 6059475.842,484266.519 6059475.186,484263.965 6059474.353,484263.065 6059474.053,484257.058 6059472.054,484262.155 6059456.59,484268.872 6059459.489))"
"DESHPDHK00035Ryr","2011-06-03T17:50:20Z","01","0","54","093","1559","13","","62","false","Polygon((484429.44 6059196.415,484425.462 6059204.702,484425.782 6059214.708,484423.613 6059227.074,484414.277 6059221.396,484429.44 6059196.415))"
